exp_id,conversion_support,tick,opportunities,expected_choice_share,realized_choice_share,cumulative_opportunities,cumulative_expected_choice_share,cumulative_realized_choice_share
Rational-Hub-Delayed,absent,5,55,0.48868364725469565,0.4727272727272727,282,0.5088013595841208,0.5283687943262412
Rational-Hub-Delayed,absent,6,45,0.43695988038222194,0.4666666666666667,327,0.49891491749211636,0.5198776758409785
Rational-Hub-Delayed,absent,7,47,0.4706670630554807,0.48936170212765956,374,0.4953650534318974,0.516042780748663
Rational-Hub-Delayed,absent,8,53,0.46692634903152574,0.4528301886792453,427,0.4918351908248255,0.5081967213114754
Rational-Hub-Delayed,absent,9,65,0.4351321783029352,0.47692307692307695,492,0.4843439391705107,0.5040650406504065
Rational-Hub-Delayed,absent,10,48,0.4955708988661501,0.3958333333333333,540,0.48534189114345644,0.49444444444444446
Rational-Hub-Delayed,absent,11,58,0.531290703354642,0.5172413793103449,598,0.4897984649030698,0.49665551839464883
Rational-Hub-Delayed,absent,12,55,0.508850318117343,0.43636363636363634,653,0.4914031386041188,0.49157733537519144
Rational-Hub-Delayed,absent,13,55,0.48661145011958906,0.45454545454545453,708,0.4910309029167613,0.4887005649717514
Rational-Hub-Delayed,absent,14,45,0.5690065067057026,0.5111111111111111,753,0.49569079955753464,0.4900398406374502
Rational-Hub-Delayed,absent,15,50,0.4800156399135893,0.6,803,0.49471476221980454,0.49688667496886674
Rational-Hub-Delayed,absent,16,57,0.4226297545743703,0.40350877192982454,860,0.48993703496888624,0.4906976744186046
Rational-Hub-Delayed,absent,17,55,0.5494252087729121,0.43636363636363634,915,0.4935128268368878,0.48743169398907105
Rational-Hub-Delayed,absent,18,60,0.5025716063410771,0.45,975,0.4940702901909918,0.48512820512820515
Rational-Hub-Delayed,absent,19,50,0.533183121166164,0.5,1025,0.49597823316539047,0.48585365853658535
Rational-Hub-Delayed,absent,20,51,0.5006328799596496,0.43137254901960786,1076,0.4961988530413265,0.483271375464684
Rational-Hub-Delayed,absent,21,52,0.4830432853643075,0.38461538461538464,1128,0.4955923907016057,0.4787234042553192
Rational-Hub-Delayed,absent,22,41,0.5140859611187244,0.4146341463414634,1169,0.4962410103655081,0.47647562018819506
Rational-Hub-Delayed,absent,23,70,0.4982184810168713,0.5,1239,0.49635273187123485,0.4778046811945117
